Study Package Cd,Study Package Version,Full Title,Stage,Study Package Category Type,Category Type Description,Credit Point Value,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),010199,Bachelor,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),010199,Bachelor,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),010199,Bachelor Honours,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELORH,DEG,,$CWK
C09166,1,Bachelor of Cybersecurity Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09166,Bachelor of Cybersecurity Bachelor of International Studies (Honours),BCybersecurity BIntSt (Hons),029901,Bachelor,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C09166,1,Bachelor of Cybersecurity Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09166,Bachelor of Cybersecurity Bachelor of International Studies (Honours),BCybersecurity BIntSt (Hons),029901,Bachelor,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),020119,Bachelor,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),020119,Bachelor Honours,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELORH,DEG,,$CWK
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),020119,Bachelor Honours,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELORH,DEG,,$CWK
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240.0,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),020119,Bachelor,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10066,11,Bachelor of Engineering Science,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10066,Bachelor of Engineering Science,BEngSc,030000,Bachelor,Degree,3,Coursework,Course,,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C10143,8,Bachelor of Information Technology (Co-op),Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10143,Bachelor of Information Technology (Co-op),BIT(Co-op),020300,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10148,6,Bachelor of Information Technology,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10148,Bachelor of Information Technology,BIT,029900,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10219,6,Bachelor of Information Technology Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192.0,0,0,0,D,Engineering and Information Technology,C10219,Bachelor of Information Technology Bachelor of Business,BIT BBus,029900,Bachelor,Degree,4,Coursework,Course,080301,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10219,6,Bachelor of Information Technology Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192.0,0,0,0,D,Engineering and Information Technology,C10219,Bachelor of Information Technology Bachelor of Business,BIT BBus,029900,Bachelor,Degree,4,Coursework,Course,080301,,,,,021010,AC,CR,BACHELOR,DEG,,$CWK
C10229,6,Bachelor of Games Development,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10229,Bachelor of Games Development,BGameDev,020115,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10239,3,Bachelor of Information Technology Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10239,Bachelor of Information Technology B International Studies,BIT BIntSt,029900,Bachelor,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10239,3,Bachelor of Information Technology Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10239,Bachelor of Information Technology B International Studies,BIT BIntSt,029900,Bachelor,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C10278,3,Bachelor of Information Systems Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192.0,0,0,0,D,Engineering and Information Technology,C10278,Bachelor of Information Systems Bachelor of Business,BIS BBus,020300,Bachelor,Degree,4,Coursework,Course,080300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10278,3,Bachelor of Information Systems Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192.0,0,0,0,D,Engineering and Information Technology,C10278,Bachelor of Information Systems Bachelor of Business,BIS BBus,020300,Bachelor,Degree,4,Coursework,Course,080300,,,,,021010,AC,CR,BACHELOR,DEG,,$CWK
C10327,3,Bachelor of Information Technology Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10327,Bachelor of Information Technology Bachelor of Creative Intelligence and Innovat,BIT BCIInn,029900,Bachelor,Degree,5,Coursework,Course,100799,,,,,010035,AC,CR,BACHELOR,DEG,,$CWK
C10327,3,Bachelor of Information Technology Bachelor of Creative Intelligence and Innovation,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10327,Bachelor of Information Technology Bachelor of Creative Intelligence and Innovat,BIT BCIInn,029900,Bachelor,Degree,5,Coursework,Course,100799,,,,,021070,AC,CR,BACHELOR,DEG,,$CWK
C10345,3,Bachelor of Information Technology Diploma in Information Technology Professional Practice,Active,BD,Bachelor's Degree,192.0,0,0,0,D,Engineering and Information Technology,C10345,Bachelor of Information Technology Diploma IT Professional Practice,BIT DipITProfPrac,029900,Bachelor/Dip,Degree,4,Coursework,Course,,,,,,010070,AC,CR,BACHELORDI,DEG,,$CWK
C10395,2,Bachelor of Information Systems,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10395,Bachelor of Information Systems,B Information Systems,020300,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10408,2,Bachelor of Technology,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10408,Bachelor of Technology,BTech,030000,Bachelor,Degree,3,Coursework,Course,,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C10471,1,Bachelor of Cybersecurity,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10471,Bachelor of Cybersecurity,Bachelor of Cybersecurity,029901,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10473,1,Bachelor of Cybersecurity Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10473,Bachelor of Cybersecurity Bachelor of International Studies,BCybersecurity BIntSt,029901,Bachelor,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C10473,1,Bachelor of Cybersecurity Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10473,Bachelor of Cybersecurity Bachelor of International Studies,BCybersecurity BIntSt,029901,Bachelor,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10474,1,Bachelor of Artificial Intelligence,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10474,Bachelor of Artificial Intelligence,B Artificial Intelligence,020119,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10475,1,Bachelor of Artificial Intelligence Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10475,Bachelor of Artificial Intelligence Bachelor of International Studies,BAI BIntStd,020119,Bachelor,Degree,5,Coursework,Course,090300,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C10475,1,Bachelor of Artificial Intelligence Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240.0,0,0,0,D,Engineering and Information Technology,C10475,Bachelor of Artificial Intelligence Bachelor of International Studies,BAI BIntStd,020119,Bachelor,Degree,5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C10476,1,Bachelor of Computing Science,Active,BD,Bachelor's Degree,144.0,0,0,0,D,Engineering and Information Technology,C10476,Bachelor of Computing Science,BCompSc,020100,Bachelor,Degree,3,Coursework,Course,,,,,,010070,AC,CR,BACHELOR,DEG,,$CWK
C11142,7,Graduate Certificate in Information Technology,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11142,Graduate Certificate in Information Technology,GradCertInfTech,020300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11142,7,Graduate Certificate in Information Technology,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11142,Graduate Certificate in Information Technology,GradCertInfTech,020300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ17,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ22,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ15,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ21,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ05,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ16,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ44,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ14,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010060,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ19,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ13,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ11,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ23,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ20,AC,CR,GRADCERT,GRCT,,$CWK
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ18,AC,CR,GRADCERT,GRCT,,$CWK
C11237,1,Graduate Certificate in Environmental Engineering Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11237,Graduate Certificate in Environmental Engineering Management,GradCertEnvEM,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11237,1,Graduate Certificate in Environmental Engineering Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11237,Graduate Certificate in Environmental Engineering Management,GradCertEnvEM,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010060,AC,CR,GRADCERT,GRCT,,$CWK
C11238,1,Graduate Certificate in Engineering Studies,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11238,Graduate Certificate in Engineering Studies,GradCertESt,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11238,1,Graduate Certificate in Engineering Studies,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11238,Graduate Certificate in Engineering Studies,GradCertESt,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010060,AC,CR,GRADCERT,GRCT,,$CWK
C11239,1,Graduate Certificate in Engineering Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11239,Graduate Certificate in Engineering Management,GradCertEM,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11239,1,Graduate Certificate in Engineering Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11239,Graduate Certificate in Engineering Management,GradCertEM,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010060,AC,CR,GRADCERT,GRCT,,$CWK
C11247,1,Graduate Certificate in Information Technology Studies,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11247,Graduate Certificate in Information Technology Studies,GradCertITStud,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11247,1,Graduate Certificate in Information Technology Studies,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11247,Graduate Certificate in Information Technology Studies,GradCertITStud,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11266,1,Graduate Certificate in Engineering Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11266,Graduate Certificate in Engineering Management,Grad Cert Engineering Mgt,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11266,1,Graduate Certificate in Engineering Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11266,Graduate Certificate in Engineering Management,Grad Cert Engineering Mgt,030000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010060,AC,CR,GRADCERT,GRCT,,$CWK
C11272,1,Graduate Certificate in Interaction Design,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11272,Graduate Certificate in Interaction Design,Grad Cert Interaction Design,029999,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11272,1,Graduate Certificate in Interaction Design,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11272,Graduate Certificate in Interaction Design,Grad Cert Interaction Design,029999,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11296,1,Graduate Certificate in Information Systems,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11296,Graduate Certificate in Information Systems,GradCert in Informatn Systems,020300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11296,1,Graduate Certificate in Information Systems,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11296,Graduate Certificate in Information Systems,GradCert in Informatn Systems,020300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11298,1,Graduate Certificate in Professional Practice,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11298,Graduate Certificate in Professional Practice,Grad Cert Professional Practic,029999,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11298,1,Graduate Certificate in Professional Practice,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11298,Graduate Certificate in Professional Practice,Grad Cert Professional Practic,029999,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11301,1,Graduate Certificate in Technology,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11301,Graduate Certificate in Technology,Graduate Certificate in Techno,029999,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11301,1,Graduate Certificate in Technology,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11301,Graduate Certificate in Technology,Graduate Certificate in Techno,029999,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11326,1,Graduate Certificate in Animation and Visualisation,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11326,Graduate Certificate in Animation and Visualisation,GC Animation and Visualisation,100799,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11326,1,Graduate Certificate in Animation and Visualisation,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11326,Graduate Certificate in Animation and Visualisation,GC Animation and Visualisation,100799,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK
C11339,1,Graduate Certificate in Artificial Intelligence Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11339,Graduate Certificate in Artificial Intelligence Management,GC Artificial Intelligence Mgt,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT01,AC,CR,GRADCERT,GRCT,,$CWK
C11339,1,Graduate Certificate in Artificial Intelligence Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11339,Graduate Certificate in Artificial Intelligence Management,GC Artificial Intelligence Mgt,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11340,1,Graduate Certificate in Cybersecurity Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11340,Graduate Certificate in Cybersecurity Management,GC Cybersecurity Mgt,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11340,1,Graduate Certificate in Cybersecurity Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11340,Graduate Certificate in Cybersecurity Management,GC Cybersecurity Mgt,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT01,AC,CR,GRADCERT,GRCT,,$CWK
C11341,1,Graduate Certificate in Technology Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11341,Graduate Certificate in Technology Management,GC Technology Management,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,010070,AC,CR,GRADCERT,GRCT,,$CWK
C11341,1,Graduate Certificate in Technology Management,Active,GC,Graduate Certificate,24.0,0,0,0,D,Engineering and Information Technology,C11341,Graduate Certificate in Technology Management,GC Technology Management,029900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT01,AC,CR,GRADCERT,GRCT,,$CWK
C20056,2,Diploma in Information Technology Professional Practice,Active,AD,Adv. Diploma/Diploma,48.0,0,0,0,D,Engineering and Information Technology,C20056,Diploma in Information Technology Professional Practice,DipITProfPrac,029900,Diploma,Diploma,1,Coursework,Course,,,,,,010070,AC,CR,DIPLOMA,DIP,,$CWK
C22100,1,Associate Degree of Advanced Manufacturing,Active,ASD,Associate Degree,96.0,0,0,0,D,Engineering and Information Technology,C22100,Associate Degree of Advanced Manufacturing,Assoc Deg Adv Manufacturing,030101,Associate Degree,Associate Degree,2,Coursework,Course,,,,,,010060,AC,CR,ASSOCDEG,ASDG,,$CWK
C22100,1,Associate Degree of Advanced Manufacturing,Active,ASD,Associate Degree,96.0,0,0,0,D,Engineering and Information Technology,C22100,Associate Degree of Advanced Manufacturing,Assoc Deg Adv Manufacturing,030101,Associate Degree,Associate Degree,2,Coursework,Course,,,,,,ATT02,AC,CR,ASSOCDEG,ASDG,,$CWK
C41005,3,Engineering UG Cross-Institution,Active,XIU,Cross Instit. Undergrad,0.0,0,0,0,D,Engineering and Information Technology,C41005,Engineering UG Cross-Institution,Eng UG Cross-Inst,030000,,Conversion Table,0,Coursework,Course,,,,,,010060,AC,CR,,CONV,,$CWK
C41016,3,Information Technology Undergraduate Cross-Institution,Active,XIU,Cross Instit. Undergrad,0.0,0,0,0,D,Engineering and Information Technology,C41016,Information Technology Undergraduate Cross-Institution,IT UG Cross-Inst,020100,,Conversion Table,0,Coursework,Course,,,,,,010070,AC,CR,,CONV,,$CWK
C42005,2,Engineering PG Cross-Institution,Active,XIP,Cross Instit. Postgrad,0.0,0,0,0,D,Engineering and Information Technology,C42005,Engineering PG Cross-Institution,Eng PG Cross-Inst,030000,,Conversion Table,0,Coursework,Course,,,,,,010060,AC,CR,,CONV,,$CWK
C42010,3,Information Technology Postgraduate Cross-Institution,Active,XIP,Cross Instit. Postgrad,0.0,0,0,0,D,Engineering and Information Technology,C42010,Information Technology Postgraduate Cross-Institution,IT PG Cross-Inst,020100,,Conversion Table,0,Coursework,Course,,,,,,010070,AC,CR,,CONV,,$CWK
