Study Package Cd,Study Package Version,Full Title,Stage,Study Package Category Type,Category Type Description,Credit Point Value,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
MAJ03538,2,84cp Engineering and Technology Studies Major,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03538,Engineering and Technology Studies,Engineering and Technology Stu,030000,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03538,2,84cp Engineering and Technology Studies Major,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03538,Engineering and Technology Studies,Engineering and Technology Stu,030000,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
MAJ03539,1,54cp Telecommunications and Electronics (MPE),Active,MJ,Major,54.0,0,0,0,D,Engineering and Information Technology,MAJ03539,Telecommunications and Electronics,Telecommunications and Electro,031307,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03540,1,120cp Flexible Engineering Major BE (Hons),Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03540,Flexible Engineering BE (Hons),Flexible Engineering BE (Hons),039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03541,1,114cp Flexible Engineering Major BE (Hons) BBus BSc BAIS,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03541,Flexible Engineering BE (Hons) BBus BSc BAIS,Flexible Engineering BE (Hons),039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03542,1,84cp Flexible Engineering Major BEngSc,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03542,Flexible Engineering BEngSc,Flexible Engineering BEngSc,039999,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03543,1,84cp Advanced Manufacturing Major,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03543,Advanced Manufacturing,Advanced Manufacturing,030101,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03544,1,120cp Chemical Process Engineering Major,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03544,Chemical Process Engineering major,Chemical Process Engineering m,030301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03545,1,114cp Chemical Process Engineering Major,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03545,Chemical Process Engineering major,Chemical Process Engineering m,030301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03546,1,84cp Chemical Process Engineering Major,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03546,Chemical Process Engineering major,Chemical Process Engineering m,030301,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03547,1,84cp Renewable Energy Engineering,Active,MJ,Major,84.0,0,0,0,D,Engineering and Information Technology,MAJ03547,Renewable Energy Engineering,Renewable Energy Engineering,031399,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03548,1,114cp Renewable Energy Engineering,Active,MJ,Major,114.0,0,0,0,D,Engineering and Information Technology,MAJ03548,Renewable Energy Engineering,Renewable Energy Engineering,031399,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03549,1,120cp Renewable Energy Engineering,Active,MJ,Major,120.0,0,0,0,D,Engineering and Information Technology,MAJ03549,Renewable Energy Engineering,Renewable Energy Engineering,031399,,NA,0,Not Applicable,Major,,,,,,010060,AC,MJ,,,,$NAP
MAJ03550,1,24cp Technology Innovation Major,Draft,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03550,Technology Innovation Major,Technology Innovation Major,029900,,NA,0,Not Applicable,Major,,,,,,010070,DR,MJ,,,,$NAP
MAJ03551,1,24cp Artificial Intelligence Major,Draft,MJ,Major,24.0,0,0,0,D,Engineering and Information Technology,MAJ03551,24cp Artificial Intelligence Major,24cp Artificial Intelligence M,020119,,NA,0,Not Applicable,Major,,,,,,010070,DR,MJ,,,,$NAP
MAJ08991,1,36cp Technology Management Major MBA,Active,MJ,Major,36.0,0,0,0,D,Engineering and Information Technology,MAJ08991,Technology Management,Tech Management Major,080399,,NA,0,Not Applicable,Major,,,,,,010070,AC,MJ,,,,$NAP
